atomic_id,domain,atomic_subtopic,papers,assessment_modes,template_family,recommended_hooks,base_sequence,recommended_asset_formats,personalized_delta_slots,attention_design_hypothesis,base_content_contract,evidence_status
NM-09,Numerical Methods,Numerical integration: Simpson’s rule,CE|ME|XE-A,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
NM-10,Numerical Methods,Explicit Euler method,XE-A and branch-dependent scope,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
NM-11,Numerical Methods,Single- and multistep ODE methods,CE|ME and branch-dependent scope,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-01,Discrete Mathematics for CS,Propositional logic,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-02,Discrete Mathematics for CS,First-order logic,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-03,Discrete Mathematics for CS,Sets,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-04,Discrete Mathematics for CS,Relations,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-05,Discrete Mathematics for CS,Functions,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-06,Discrete Mathematics for CS,Partial orders,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-07,Discrete Mathematics for CS,Lattices,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-08,Discrete Mathematics for CS,Monoids,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-09,Discrete Mathematics for CS,Groups,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-10,Discrete Mathematics for CS,Graph connectivity,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-11,Discrete Mathematics for CS,Matching,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-12,Discrete Mathematics for CS,Graph colouring,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-13,Discrete Mathematics for CS,Counting,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-14,Discrete Mathematics for CS,Recurrence relations,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DM-15,Discrete Mathematics for CS,Generating functions,CS,MCQ|MSQ,discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
