atomic_id,domain,atomic_subtopic,papers,assessment_modes,prerequisite_atomic_ids,downstream_atomic_ids,external_prerequisite_family,template_family,hooks,base_sequence,asset_formats,delta_slots,research_layers_required,generated_artifacts,quality_gates,monitoring_metrics,evidence_status
PS-13,Probability and Statistics,Correlation,EE|CE and branch-dependent scope,MCQ|MSQ|NAT,PS-06|PS-07,PS-14,"sets, counting, algebra and interpretation of data or events",statistics,Signal hidden in data|Prediction versus association,hook|data_visual|definition_or_model|worked_statistic|interpretation_or_assumption_check|recall_prompt|mode_variant,data_plot|worked_table|interpretation_question,probability_repair|data_reading|assumption_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
PS-14,Probability and Statistics,Linear regression,CE|EE and branch-dependent scope,MCQ|MSQ|NAT,PS-06|PS-07|PS-13,,"sets, counting, algebra and interpretation of data or events",statistics,Signal hidden in data|Prediction versus association,hook|data_visual|definition_or_model|worked_statistic|interpretation_or_assumption_check|recall_prompt|mode_variant,data_plot|worked_table|interpretation_question,probability_repair|data_reading|assumption_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-01,Numerical Methods,Numerical error and error analysis,CE and branch-dependent scope,MCQ|MSQ|NAT,,NM-02|NM-03|NM-05|NM-07|NM-08|NM-10,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-02,Numerical Methods,Conditioning and stability concepts,Branch-dependent numerical scope,MCQ|MSQ|NAT,NM-01,NM-03|NM-04|NM-07,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-03,Numerical Methods,Gauss elimination,XE-A and branch-dependent scope,MCQ|MSQ|NAT,LA-01|LA-05|NM-01|NM-02,NM-04,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-04,Numerical Methods,LU decomposition,CS|XE-A and branch-dependent scope,MCQ|MSQ|NAT,LA-05|LA-06|NM-02|NM-03,,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-05,Numerical Methods,Lagrange interpolation,CE|XE-A and branch-dependent scope,MCQ|MSQ|NAT,NM-01,NM-06,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-06,Numerical Methods,Newton interpolation,XE-A and branch-dependent scope,MCQ|MSQ|NAT,NM-05,,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-07,Numerical Methods,Newton–Raphson method,XE-A and branch-dependent scope,MCQ|MSQ|NAT,CA-05|NM-01|NM-02,,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-08,Numerical Methods,Numerical integration: trapezoidal rule,CE|ME|XE-A,MCQ|MSQ|NAT,CA-11|NM-01,NM-09,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-09,Numerical Methods,Numerical integration: Simpson’s rule,CE|ME|XE-A,MCQ|MSQ|NAT,CA-11|NM-08,,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-10,Numerical Methods,Explicit Euler method,XE-A and branch-dependent scope,MCQ|MSQ|NAT,CA-05|NM-01,NM-11,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
NM-11,Numerical Methods,Single- and multistep ODE methods,CE|ME and branch-dependent scope,MCQ|MSQ|NAT,NM-10,,"algebra, calculus, numerical arithmetic and error interpretation",numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DM-01,Discrete Mathematics for CS,Propositional logic,CS,MCQ|MSQ,,DM-02,"sets, logic, counting, relations and precise symbolic reasoning",discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DM-02,Discrete Mathematics for CS,First-order logic,CS,MCQ|MSQ,DM-01,,"sets, logic, counting, relations and precise symbolic reasoning",discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DM-03,Discrete Mathematics for CS,Sets,CS,MCQ|MSQ,,DM-04|DM-05|DM-10|DM-13|PS-01,"sets, logic, counting, relations and precise symbolic reasoning",discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DM-04,Discrete Mathematics for CS,Relations,CS,MCQ|MSQ,DM-03,DM-06,"sets, logic, counting, relations and precise symbolic reasoning",discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DM-05,Discrete Mathematics for CS,Functions,CS,MCQ|MSQ,DM-03,,"sets, logic, counting, relations and precise symbolic reasoning",discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DM-06,Discrete Mathematics for CS,Partial orders,CS,MCQ|MSQ,DM-04,DM-07,"sets, logic, counting, relations and precise symbolic reasoning",discrete,Rule or network puzzle|Small example before abstraction,hook|small_counterexample|formal_definition|worked_structure|property_or_invariant_check|recall_prompt|mode_variant,graph_visual|truth_table_or_lattice|contrast_question,set_logic_repair|representation_shift|counterexample_bridge|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
